pid,Number,Name,Type1,Type2,HP,Spa,Spd,Spe,Att,Def,Experience,FinalEvolution,CatchRate,Legendary,outterR,innerR,leftX1,leftX2,rightX2,rightX1,innerX,Height,Weight,BMI
721,463,Lickilicky,Normal,,77,60,90,48,85,95,1000000,1,30,0,9,2.25,21,27.25,39,31.75,29.5,1.6,139,54.3
722,465,Tangrowth,Grass,,59,35,50,35,100,125,1000000,1,30,0,11.25,2.8125,18.75,25.9375,41.25,31.5625,28.75,1,92,92
723,466,Electivire,Electric,,89,55,80,55,123,67,1000000,1,30,0,9.5,2.375,20.5,30.425,39.5,35.175,32.8,2.8,330,42.1
724,467,Magmortar,Fire,,45,40,40,60,95,67,1000000,1,30,0,8.1,2.025,21.9,29.375,38.1,33.425,31.4,0.5,10.2,40.8
725,469,Yanmega,Bug,Flying,65,60,70,70,76,86,1000000,1,30,0,8.1,2.025,21.9,27.475,38.1,31.525,29.5,1.6,70,27.3
726,470,Leafeon,Grass,,95,40,95,55,110,130,1000000,1,45,0,12,3,33,41,57,47,44,1.6,94.6,37
727,471,Glaceon,Ice,,70,37,50,60,60,110,1000000,1,45,0,8.5,2.125,36.5,40.375,53.5,44.625,42.5,0.5,10.5,42
728,474,Porygon-Z,Normal,,100,57,75,80,80,70,1000000,1,30,0,7.5,1.875,22.5,28.625,37.5,32.375,30.5,1.5,41,18.2
729,476,Probopass,Rock,Steel,70,45,65,60,55,145,1000000,1,60,0,10,2.5,50,53,70,58,55.5,0.5,9,36
730,478,Froslass,Ice,Ghost,110,55,95,80,80,70,1000000,1,75,0,7.5,1.875,67.5,73.625,82.5,77.375,75.5,1.2,39.5,27.4
731,479,Rotom,Electric,Ghost,85,105,66,65,50,77,1000000,1,45,0,6.35,1.5875,38.65,42.0625,51.35,45.2375,43.65,1.4,58,29.6
732,479,Rotom-Wash,Electric,Water,58,48,48,109,65,107,1000000,1,45,0,8.6,2.15,36.4,40.75,53.6,45.05,42.9,0.3,33,366.7
733,479,Rotom-Heat,Electric,Fire,52,45,50,38,65,107,1000000,1,45,0,8.6,2.15,36.4,40.75,53.6,45.05,42.9,0.8,17.3,27
734,479,Rotom-Mow,Electric,Grass,72,65,70,58,65,107,1000000,1,45,0,8.6,2.15,36.4,40.75,53.6,45.05,42.9,1.4,50,25.5
735,479,Rotom-Frost,Electric,Ice,92,125,90,98,65,107,1000000,1,45,0,8.6,2.15,36.4,40.75,53.6,45.05,42.9,1.8,160,49.4
736,479,Rotom-Fan,Electric,Flying,55,50,55,60,65,107,1000000,1,45,0,8.6,2.15,36.4,40.75,53.6,45.05,42.9,1.1,28.8,23.8
737,504,Patrat,Normal,,85,135,105,100,55,39,1000000,0,255,0,4.7,1.175,250.3,254.625,259.7,256.975,255.8,1.6,46,18
738,505,Watchog,Normal,,91,90,72,108,85,69,1000000,1,255,0,7.7,1.925,247.3,253.875,262.7,257.725,255.8,2.1,250,56.7
739,509,Purrloin,Dark,,91,72,90,108,50,37,1000000,0,255,0,4.35,1.0875,250.65,254.5625,259.35,256.7375,255.65,1.9,260,72
740,510,Liepard,Dark,,91,90,129,108,88,50,1000000,1,90,0,6.9,1.725,83.1,90.175,96.9,93.625,91.9,2,200,50
741,511,Pansage,Grass,,79,125,80,111,53,48,1000000,0,190,0,5.05,1.2625,184.95,188.9875,195.05,191.5125,190.25,1.5,63,28
742,512,Simisage,Grass,,79,110,90,121,98,63,1000000,1,75,0,8.05,2.0125,66.95,74.7375,83.05,78.7625,76.75,1.4,63,32.1
743,513,Pansear,Fire,,79,125,80,111,53,48,1000000,0,190,0,5.05,1.2625,184.95,188.9875,195.05,191.5125,190.25,1.5,61,27.1
744,514,Simisear,Fire,,79,145,80,101,98,63,1000000,1,75,0,8.05,2.0125,66.95,74.7375,83.05,78.7625,76.75,3,61,6.8
745,515,Panpour,Water,,100,150,120,90,53,48,1000000,0,190,0,5.05,1.2625,184.95,188.9875,195.05,191.5125,190.25,3.2,330,32.2
746,516,Simipour,Water,,100,120,100,90,98,63,1000000,1,75,0,8.05,2.0125,66.95,74.7375,83.05,78.7625,76.75,2.9,345,41
747,522,Blitzle,Electric,,89,115,80,101,60,32,1000000,0,190,0,4.6,1.15,185.4,190.25,194.6,192.55,191.4,1.5,68,30.2
748,523,Zebstrika,Electric,,89,105,80,91,100,63,1000000,1,75,0,8.15,2.0375,66.85,74.8125,83.15,78.8875,76.85,1.3,68,40.2
749,527,Woobat,Psychic,Flying,125,130,90,95,45,43,1000000,0,190,0,4.4,1.1,185.6,189,194.4,191.2,190.1,3,325,36.1
750,528,Swoobat,Psychic,Flying,125,170,100,95,57,55,1000000,1,45,0,5.6,1.4,39.4,43.7,50.6,46.5,45.1,3.6,325,25.1
751,529,Drilbur,Ground,,125,120,90,95,85,40,1000000,0,120,0,6.25,1.5625,113.75,120.6875,126.25,123.8125,122.25,3.3,325,29.8
752,530,Excadrill,Ground,Steel,91,129,90,108,135,60,1000000,1,60,0,9.75,2.4375,50.25,61.3125,69.75,66.1875,63.75,1.4,48.5,24.7
753,538,Throh,Fighting,,100,128,128,90,100,85,1000000,1,45,0,9.25,2.3125,35.75,43.4375,54.25,48.0625,45.75,0.6,6.5,18.1
754,539,Sawk,Fighting,,100,77,77,128,125,75,1000000,1,45,0,10,2.5,35,45,55,50,47.5,0.6,6.5,18.1
755,546,Cottonee,Grass,Fairy,71,120,95,99,27,60,1000000,0,190,0,4.35,1.0875,185.65,187.2625,194.35,189.4375,188.35,1.5,82.5,36.7
756,547,Whimsicott,Grass,Fairy,56,48,45,38,67,85,1000000,1,75,0,7.6,1.9,67.4,72.2,82.6,76,74.1,0.4,9,56.3
757,548,Petilil,Grass,,61,56,58,57,35,50,1000000,0,190,0,4.25,1.0625,185.75,188.1875,194.25,190.3125,189.25,0.7,29,59.2
758,549,Lilligant,Grass,,88,74,75,64,60,75,1000000,1,75,0,6.75,1.6875,68.25,72.5625,81.75,75.9375,74.25,1.6,90,35.2
759,550,Basculin,Water,,40,62,60,60,92,65,1000000,1,25,0,7.85,1.9625,17.15,24.3875,32.85,28.3125,26.35,0.4,9.4,58.8
760,556,Maractus,Grass,,59,90,70,73,86,67,1000000,1,255,0,7.65,1.9125,247.35,254.0375,262.65,257.8625,255.95,1,14.5,14.5
761,557,Dwebble,Bug,Rock,75,114,100,104,65,85,1000000,0,190,0,7.5,1.875,182.5,187.125,197.5,190.875,189,1.5,39,17.3
762,558,Crustle,Bug,Rock,41,62,44,71,105,125,1000000,1,75,0,11.5,2.875,63.5,71.125,86.5,76.875,74,0.3,7,77.8
763,559,Scraggy,Dark,Fighting,54,83,56,97,75,70,1000000,0,180,0,7.25,1.8125,172.75,178.4375,187.25,182.0625,180.25,0.6,10.9,30.3
764,560,Scrafty,Dark,Fighting,72,103,71,122,90,115,1000000,1,90,0,10.25,2.5625,79.75,86.1875,100.25,91.3125,88.75,1.5,40,17.8
765,561,Sigilyph,Psychic,Flying,72,153,71,132,58,80,1000000,1,45,0,6.9,1.725,38.1,42.175,51.9,45.625,43.9,1.5,40,17.8
766,562,Yamask,Ghost,,38,32,36,57,30,85,1000000,0,190,0,5.75,1.4375,184.25,185.8125,195.75,188.6875,187.25,0.4,5,31.3
767,562,Galarian Yamask,Ground,Ghost,85,50,77,78,55,85,1000000,0,190,0,7,1.75,183,186.75,197,190.25,188.5,1,42.4,42.4
768,563,Cofagrigus,Ghost,,45,40,38,62,50,145,1000000,1,90,0,9.75,2.4375,80.25,82.8125,99.75,87.6875,85.25,0.3,1.7,18.9
769,564,Tirtouga,Water,Rock,62,56,52,84,78,103,1000000,0,45,0,9.05,2.2625,35.95,41.4875,54.05,46.0125,43.75,0.7,16,32.7
770,565,Carracosta,Water,Rock,78,74,69,126,108,133,1000000,1,45,0,12.05,3.0125,32.95,40.7375,57.05,46.7625,43.75,1.2,24.5,17
771,566,Archen,Rock,Flying,38,27,25,35,112,45,1000000,0,45,0,7.85,1.9625,37.15,46.3875,52.85,50.3125,48.35,0.3,2.5,27.8
772,567,Archeops,Rock,Flying,45,27,30,29,140,65,1000000,1,45,0,10.25,2.5625,34.75,46.1875,55.25,51.3125,48.75,0.3,8.4,93.3
773,568,Trubbish,Poison,,80,90,50,89,50,62,1000000,0,190,0,5.6,1.4,184.4,188,195.6,190.8,189.4,1.2,17,11.8
774,569,Garbodor,Poison,,62,73,54,72,95,82,1000000,1,60,0,8.85,2.2125,51.15,58.4375,68.85,62.8625,60.65,0.6,13.5,37.5
775,580,Ducklett,Water,Flying,86,109,66,106,44,50,1000000,0,190,0,4.7,1.175,185.3,188.525,194.7,190.875,189.7,1.5,81.5,36.2
776,581,Swanna,Water,Flying,44,61,79,42,87,63,1000000,1,45,0,7.5,1.875,37.5,44.325,52.5,48.075,46.2,0.1,0.1,10
777,585,Deerling,Normal,Grass,54,75,98,52,60,50,1000000,0,190,0,5.5,1.375,184.5,189.125,195.5,191.875,190.5,0.2,0.9,22.5
778,586,Sawsbuck,Normal,Grass,78,112,154,75,100,70,1000000,1,75,0,8.5,2.125,66.5,74.375,83.5,78.625,76.5,1.1,10,8.3
779,587,Emolga,Electric,Flying,66,62,57,52,75,60,1000000,1,200,0,6.75,1.6875,193.25,199.0625,206.75,202.4375,200.75,0.9,31,38.3
780,588,Karrablast,Bug,,123,97,81,68,75,45,1000000,0,200,0,6,1.5,194,200,206,203,201.5,1.7,91,31.5
781,589,Escavalier,Bug,Steel,67,46,48,43,135,105,1000000,1,75,0,12,3,63,73.5,87,79.5,76.5,0.6,8,22.2
782,590,Foongus,Grass,Poison,95,69,71,58,55,45,1000000,0,190,0,5,1.25,185,189.25,195,191.75,190.5,2.1,136,30.8
783,591,Amoonguss,Grass,Poison,75,65,90,102,85,70,1000000,1,75,0,7.75,1.9375,67.25,73.8125,82.75,77.6875,75.75,1.2,28,19.4
784,592,Frillish,Water,Ghost,62,63,60,68,40,50,1000000,0,190,0,4.5,1.125,185.5,188.375,194.5,190.625,189.5,0.3,3.5,38.9
785,593,Jellicent,Water,Ghost,74,83,81,104,60,70,1000000,1,60,0,6.5,1.625,53.5,57.875,66.5,61.125,59.5,0.6,8.5,23.6
786,595,Joltik,Bug,Electric,45,35,37,28,47,50,1000000,0,190,0,4.85,1.2125,185.15,188.6375,194.85,191.0625,189.85,0.8,2,3.1
787,596,Galvantula,Bug,Electric,59,45,49,35,77,60,1000000,1,75,0,6.85,1.7125,68.15,74.1375,81.85,77.5625,75.85,0.8,4.5,7
788,597,Ferroseed,Grass,Steel,50,70,140,60,50,91,1000000,0,255,0,7.05,1.7625,247.95,251.1875,262.05,254.7125,252.95,1.7,53,18.3
789,598,Ferrothorn,Grass,Steel,50,140,70,60,94,131,1000000,1,90,0,11.25,2.8125,78.75,85.3375,101.25,90.9625,88.15,1.7,53,18.3
790,605,Elgyem,Psychic,,78,63,65,23,55,55,1000000,0,255,0,5.5,1.375,249.5,253.625,260.5,256.375,255,0.2,0.5,12.5
791,606,Beheeyem,Psychic,,101,99,89,29,75,75,1000000,1,90,0,7.5,1.875,82.5,88.125,97.5,91.875,90,0.8,15.5,24.2
792,613,Cubchoo,Ice,,62,59,57,49,70,40,1000000,0,120,0,5.5,1.375,114.5,120.125,125.5,122.875,121.5,0.4,3.5,21.9
793,614,Beartic,Ice,,82,85,75,72,130,80,1000000,1,60,0,10.5,2.625,49.5,59.875,70.5,65.125,62.5,0.8,5,7.8
794,615,Cryogonal,Ice,,53,37,46,45,50,50,1000000,1,25,0,5,1.25,20,23.75,30,26.25,25,0.4,3.5,21.9
795,616,Shelmet,Bug,,86,68,75,73,40,85,1000000,0,200,0,6.25,1.5625,193.75,196.1875,206.25,199.3125,197.75,1.5,47,20.9
796,617,Accelgor,Bug,,42,39,56,50,70,40,1000000,1,75,0,5.5,1.375,69.5,75.125,80.5,77.875,76.5,0.5,31,124
797,618,Stunfisk,Ground,Electric,72,54,86,68,66,84,1000000,1,75,0,7.5,1.875,67.5,72.225,82.5,75.975,74.1,1.3,96,56.8
798,618,Galarian Stunfisk,Ground,Steel,50,60,60,30,81,99,1000000,1,75,0,9,2.25,66,71.85,84,76.35,74.1,0.5,7.3,29.2
799,621,Druddigon,Dragon,,65,97,123,44,120,90,1000000,1,45,0,10.5,2.625,34.5,43.875,55.5,49.125,46.5,1.8,81.5,25.2
800,622,Golett,Ground,Ghost,50,58,63,44,74,50,1000000,0,190,0,6.2,1.55,183.8,189.65,196.2,192.75,191.2,0.5,8.3,33.2
801,623,Golurk,Ground,Ghost,71,120,89,59,124,80,1000000,1,90,0,10.2,2.55,79.8,89.65,100.2,94.75,92.2,1.3,35.3,20.9
802,624,Pawniard,Dark,Steel,44,61,43,70,85,70,1000000,0,120,0,7.75,1.9375,112.25,118.8125,127.75,122.6875,120.75,0.5,6,24
803,625,Bisharp,Dark,Steel,62,109,94,109,125,100,1000000,1,45,0,11.25,2.8125,33.75,43.4375,56.25,49.0625,46.25,1,21,21
804,626,Bouffalant,Normal,,58,45,45,48,110,95,1000000,1,45,0,10.25,2.5625,34.75,43.1875,55.25,48.3125,45.75,0.8,26,40.6
805,631,Heatmor,Fire,,82,69,59,71,97,66,1000000,1,90,0,8.15,2.0375,81.85,89.5125,98.15,93.5875,91.55,2.5,270,43.2
806,632,Durant,Bug,Steel,77,67,63,46,109,112,1000000,1,90,0,11.05,2.7625,78.95,87.0875,101.05,92.6125,89.85,1.3,25.2,14.9
807,659,Bunnelby,Normal,,123,99,92,58,36,38,1000000,0,255,0,3.7,0.925,251.3,253.975,258.7,255.825,254.9,2.7,225,30.9
808,660,Diggersby,Normal,Ground,95,110,130,60,56,77,1000000,1,127,0,6.65,1.6625,120.35,124.2875,133.65,127.6125,125.95,1,23.5,23.5
809,664,Scatterbug,Bug,,78,74,63,118,35,40,1000000,0,255,0,3.75,0.9375,251.25,253.8125,258.75,255.6875,254.75,0.8,21.5,33.6
810,665,Spewpa,Bug,,67,81,67,101,22,60,1000000,0,120,0,4.1,1.025,115.9,117.075,124.1,119.125,118.1,0.2,2.2,55
811,666,Vivillon,Bug,Flying,50,50,150,50,52,50,1000000,1,45,0,5.1,1.275,39.9,43.825,50.1,46.375,45.1,0.3,5.7,63.3
812,669,Flab�Tb�T,Fairy,,45,55,75,40,38,39,1000000,0,225,0,3.85,0.9625,221.15,223.9875,228.85,225.9125,224.95,0.3,2.8,31.1
813,670,Floette,Fairy,,68,83,113,60,45,47,1000000,0,120,0,4.6,1.15,115.4,118.75,124.6,121.05,119.9,0.8,17.5,27.3
814,671,Florges,Fairy,,90,110,150,80,65,68,1000000,1,45,0,6.65,1.6625,38.35,43.1875,51.65,46.5125,44.85,2,150.5,37.6
815,672,Skiddo,Grass,,57,80,87,75,65,48,1000000,0,200,0,5.65,1.4125,194.35,199.4375,205.65,202.2625,200.85,0.2,3,75
816,673,Gogoat,Grass,,43,50,60,38,100,62,1000000,1,45,0,8.1,2.025,36.9,44.875,53.1,48.925,46.9,0.4,7,43.8
817,674,Pancham,Fighting,,85,65,82,56,82,62,1000000,0,220,0,7.2,1.8,212.8,219.2,227.2,222.8,221,1.5,71,31.6
818,675,Pangoro,Fighting,Dark,44,44,55,56,124,78,1000000,1,65,0,10.1,2.525,54.9,64.775,75.1,69.825,67.3,0.3,3.5,38.9
819,676,Furfrou,Normal,,49,44,55,51,80,60,1000000,1,160,0,7,1.75,153,159.25,167,162.75,161,0.4,5,31.3
820,677,Espurr,Psychic,,54,44,55,46,48,54,1000000,0,190,0,5.1,1.275,184.9,188.425,195.1,190.975,189.7,0.5,7.5,30
821,678,Meowstic,Psychic,,59,44,55,41,48,76,1000000,1,75,0,6.2,1.55,68.8,72.05,81.2,75.15,73.6,0.8,15,23.4
822,679,Honedge,Steel,Ghost,55,58,75,99,80,100,1000000,0,180,0,9,2.25,171,176.75,189,181.25,179,0.7,9.5,19.4
823,680,Doublade,Steel,Ghost,65,58,75,84,110,150,1000000,0,90,0,13,3.25,77,84.75,103,91.25,88,0.9,12.5,15.4
824,681,Aegislash Shield Form,Steel,Ghost,75,58,75,69,70,140,1000000,0,45,0,10.5,2.625,34.5,38.875,55.5,44.125,41.5,1.1,14,11.6
825,681,Aegislash Blade Form,Steel,Ghost,85,58,75,54,140,70,1000000,0,45,0,10.5,2.625,34.5,45.875,55.5,51.125,48.5,1.7,39,13.5
826,682,Spritzee,Fairy,,55,32,35,28,52,60,1000000,0,200,0,5.6,1.4,194.4,198.2,205.6,201,199.6,1,99.5,99.5
827,683,Aromatisse,Fairy,,95,44,46,28,72,72,1000000,1,140,0,7.2,1.8,132.8,138.2,147.2,141.8,140,2,505,126.3
828,684,Swirlix,Fairy,,40,45,40,55,48,66,1000000,0,200,0,5.7,1.425,194.3,197.675,205.7,200.525,199.1,0.5,8,32
829,685,Slurpuff,Fairy,,85,97,80,123,80,86,1000000,1,140,0,8.3,2.075,131.7,137.625,148.3,141.775,139.7,1.5,85,37.8
830,686,Inkay,Dark,Psychic,126,131,98,99,54,53,1000000,0,190,0,5.35,1.3375,184.65,188.7125,195.35,191.3875,190.05,3,215,23.9
831,687,Malamar,Dark,Psychic,126,131,98,99,92,88,1000000,1,80,0,9,2.25,71,77.95,89,82.45,80.2,5.8,203,6
832,688,Binacle,Rock,Water,108,81,95,95,52,67,1000000,0,120,0,5.95,1.4875,114.05,117.7625,125.95,120.7375,119.25,5,305,12.2
833,689,Barbaracle,Rock,Water,54,61,85,115,105,115,1000000,1,45,0,11,2.75,34,41.75,56,47.25,44.5,1.2,33.5,23.3
834,690,Skrelp,Poison,Water,216,91,95,85,60,60,1000000,0,225,0,6,1.5,219,223.5,231,226.5,225,4.5,610,30.1
835,691,Dragalge,Poison,Dragon,50,160,110,110,75,90,1000000,1,55,0,8.25,2.0625,46.75,52.1875,63.25,56.3125,54.25,1.1,27.8,23
836,694,Helioptile,Electric,Normal,50,100,150,50,38,33,1000000,0,190,0,3.55,0.8875,186.45,189.3625,193.55,191.1375,190.25,0.7,8.8,18
837,695,Heliolisk,Electric,Normal,80,150,130,70,55,52,1000000,1,75,0,5.35,1.3375,69.65,73.8125,80.35,76.4875,75.15,0.5,9,36
838,696,Tyrunt,Rock,Dragon,80,170,130,80,89,77,1000000,0,45,0,8.3,2.075,36.7,43.525,53.3,47.675,45.6,6.5,490,11.6
839,697,Tyrantrum,Rock,Dragon,80,130,90,70,121,119,1000000,1,45,0,12,3,33,42.1,57,48.1,45.1,1.7,195,67.5
840,698,Amaura,Rock,Ice,68,50,50,42,59,50,1000000,0,45,0,5.45,1.3625,39.55,44.0875,50.45,46.8125,45.45,0.3,1.5,16.7
841,699,Aurorus,Rock,Ice,78,70,70,52,77,72,1000000,1,45,0,7.45,1.8625,37.55,43.3875,52.45,47.1125,45.25,0.7,16,32.7
842,700,Sylveon,Fairy,,78,100,100,70,65,65,1000000,1,45,0,6.5,1.625,38.5,43.375,51.5,46.625,45,1.6,36.6,14.3
843,701,Hawlucha,Fighting,Flying,45,60,40,70,92,75,1000000,1,100,0,8.35,2.0875,91.65,98.7625,108.35,102.9375,100.85,0.4,4.3,26.9
844,702,Dedenne,Electric,Fairy,65,80,50,90,58,57,1000000,1,180,0,5.75,1.4375,174.25,178.6125,185.75,181.4875,180.05,0.7,25,51
845,708,Phantump,Ghost,Grass,95,80,90,60,70,48,1000000,0,120,0,5.9,1.475,114.1,119.625,125.9,122.575,121.1,1.8,83,25.6
846,709,Trevenant,Ghost,Grass,50,66,56,40,110,76,1000000,1,60,0,9.3,2.325,50.7,59.375,69.3,64.025,61.7,0.4,7.5,46.9
847,710,Small Size Pumpkaboo,Ghost,Grass,60,91,81,50,66,70,1000000,0,120,0,6.8,1.7,113.2,118.1,126.8,121.5,119.8,0.6,17.5,48.6
848,710,Average Size Pumpkaboo,Ghost,Grass,80,126,116,60,66,70,1000000,0,120,0,6.8,1.7,113.2,118.1,126.8,121.5,119.8,1.8,44,13.6
849,710,Large Size Pumpkaboo,Ghost,Grass,35,30,30,65,66,70,1000000,0,120,0,6.8,1.7,113.2,118.1,126.8,121.5,119.8,0.3,1.2,13.3
850,710,Super Size Pumpkaboo,Ghost,Grass,55,40,50,75,66,70,1000000,0,120,0,6.8,1.7,113.2,118.1,126.8,121.5,119.8,0.6,14.8,41.1
851,711,Small Size Gourgeist,Ghost,Grass,80,75,75,60,85,122,1000000,0,60,0,10.35,2.5875,49.65,55.5625,70.35,60.7375,58.15,1.1,26,21.5
852,711,Average Size Gourgeist,Ghost,Grass,48,30,30,45,90,122,1000000,0,60,0,10.6,2.65,49.4,55.75,70.6,61.05,58.4,0.4,6,37.5
853,711,Large Size Gourgeist,Ghost,Grass,88,55,60,45,95,122,1000000,0,60,0,10.85,2.7125,49.15,55.9375,70.85,61.3625,58.65,0.7,14.2,29
854,711,Super Size Gourgeist,Ghost,Grass,47,55,45,46,100,122,1000000,0,60,0,11.1,2.775,48.9,56.125,71.1,61.675,58.9,0.4,4.4,27.5
855,712,Bergmite,Ice,,57,55,75,36,69,85,1000000,0,190,0,7.7,1.925,182.3,187.275,197.7,191.125,189.2,0.5,10.5,42
856,713,Avalugg,Ice,,77,145,75,43,117,184,1000000,1,55,0,15.05,3.7625,39.95,47.8875,70.05,55.4125,51.65,1.5,45,20
857,714,Noibat,Flying,Dragon,47,42,47,63,30,35,1000000,0,190,0,3.25,0.8125,186.75,188.9375,193.25,190.5625,189.75,0.6,7,19.4
858,715,Noivern,Flying,Dragon,97,62,67,43,70,80,1000000,1,45,0,7.5,1.875,37.5,42.625,52.5,46.375,44.5,1.7,180,62.3
859,731,Pikipek,Normal,Flying,75,98,70,93,75,30,1000000,0,255,0,5.25,1.3125,249.75,255.9375,260.25,258.5625,257.25,0.6,3.4,9.4
860,732,Trumbeak,Normal,Flying,75,98,70,93,85,50,1000000,0,120,0,6.75,1.6875,113.25,120.0625,126.75,123.4375,121.75,0.6,3.4,9.4
861,733,Toucannon,Normal,Flying,75,98,70,93,120,75,1000000,1,45,0,9.75,2.4375,35.25,44.8125,54.75,49.6875,47.25,0.6,3.4,9.4
862,734,Yungoos,Normal,,75,98,70,93,70,30,1000000,0,255,0,5,1.25,250,255.75,260,258.25,257,0.6,3.4,9.4
863,735,Gumshoos,Normal,,40,55,40,84,110,60,1000000,1,127,0,8.5,2.125,118.5,127.375,135.5,131.625,129.5,0.1,0.2,20
864,736,Grubbin,Bug,,60,95,70,124,62,45,1000000,0,255,0,5.35,1.3375,249.65,254.5125,260.35,257.1875,255.85,0.2,0.5,12.5
865,737,Charjabug,Bug,Electric,45,30,40,60,82,95,1000000,0,120,0,8.85,2.2125,111.15,117.1375,128.85,121.5625,119.35,0.5,9.2,36.8
866,738,Vikavolt,Bug,Electric,75,55,65,112,70,90,1000000,1,45,0,8,2,37,42,53,46,44,0.8,25,39.1
867,739,Crabrawler,Fighting,,85,55,75,82,82,57,1000000,0,225,0,6.95,1.7375,218.05,224.5125,231.95,227.9875,226.25,1.1,25,20.7
868,740,Crabominable,Fighting,Ice,75,55,65,110,132,77,1000000,1,60,0,10.45,2.6125,49.55,60.1375,70.45,65.3625,62.75,0.8,25,39.1
869,741,Oricorio Baile Style,Fire,Flying,45,25,25,40,70,70,1000000,1,45,0,7,1.75,38,43.25,52,46.75,45,0.2,0.3,7.5
870,741,Oricorio Pom-Pom Style,Electric,Flying,45,140,135,30,70,70,1000000,1,45,0,7,1.75,38,43.25,52,46.75,45,8.2,78.6,1.2
871,741,Oricorio Pa'u Style,Psychic,Flying,50,43,52,45,70,70,1000000,1,45,0,7,1.75,38,43.25,52,46.75,45,0.4,8,50
872,741,Oricorio Sensu Style,Ghost,Flying,50,53,142,35,70,70,1000000,1,45,0,7,1.75,38,43.25,52,46.75,45,0.7,14.5,29.6
873,742,Cutiefly,Bug,Fairy,70,45,55,45,45,40,1000000,0,190,0,4.25,1.0625,185.75,189.1875,194.25,191.3125,190.25,1,110,110
874,743,Ribombee,Bug,Fairy,100,55,85,35,55,60,1000000,1,75,0,5.75,1.4375,69.25,73.3125,80.75,76.1875,74.75,2.5,920,147.2
875,744,Rockruff,Rock,,38,40,72,27,65,40,1000000,0,190,0,5.25,1.3125,184.75,189.9375,195.25,192.5625,191.25,0.3,4,44.4
876,745,Lycanroc,Rock,,68,50,132,42,115,65,1000000,0,90,0,9,2.25,81,90.25,99,94.75,92.5,1.8,82,25.3
877,745,Lycanroc Midnight,Rock,,40,50,35,35,115,75,1000000,0,90,0,9.5,2.375,80.5,89.625,99.5,94.375,92,0.3,1.5,16.7
878,745,Lycanroc Dusk,Rock,,70,80,90,45,117,65,1000000,0,90,0,9.1,2.275,80.9,90.325,99.1,94.875,92.6,0.9,18.5,22.8
879,747,Mareanie,Poison,Water,40,65,75,15,53,62,1000000,0,190,0,5.75,1.4375,184.25,188.1125,195.75,190.9875,189.55,0.2,1.5,37.5
880,748,Toxapex,Poison,Water,60,90,100,30,63,152,1000000,1,75,0,10.75,2.6875,64.25,67.8625,85.75,73.2375,70.55,1,11.5,11.5
881,749,Mudbray,Ground,,48,71,40,77,100,70,1000000,0,190,0,8.5,2.125,181.5,189.375,198.5,193.625,191.5,0.6,4.8,13.3
882,750,Mudsdale,Ground,,68,111,60,117,125,100,1000000,1,60,0,11.25,2.8125,48.75,58.4375,71.25,64.0625,61.25,1.2,22.2,15.4
883,751,Dewpider,Water,Bug,70,45,50,50,40,52,1000000,0,200,0,4.6,1.15,195.4,198.25,204.6,200.55,199.4,0.5,6.8,27.2
884,752,Araquanid,Water,Bug,120,55,60,60,70,92,1000000,1,100,0,8.1,2.025,91.9,96.875,108.1,100.925,98.9,2.1,135,30.6
885,753,Fomantis,Grass,,42,30,38,32,55,35,1000000,0,190,0,4.5,1.125,185.5,189.875,194.5,192.125,191,0.3,3.2,35.6
886,754,Lurantis,Grass,,52,40,48,62,105,90,1000000,1,75,0,9.75,2.4375,65.25,73.3125,84.75,78.1875,75.75,0.7,8.2,16.7
887,755,Morelull,Grass,Fairy,72,50,98,72,35,55,1000000,0,190,0,4.5,1.125,185.5,187.875,194.5,190.125,189,1.2,21.4,14.9
888,756,Shiinotic,Grass,Fairy,51,82,110,100,45,80,1000000,1,75,0,6.25,1.5625,68.75,71.6875,81.25,74.8125,73.25,0.1,0.3,30
889,757,Salandit,Poison,Fire,90,90,110,60,44,40,1000000,0,120,0,4.2,1.05,115.8,119.15,124.2,121.25,120.2,1.5,76,33.8
890,758,Salazzle,Poison,Fire,100,40,60,80,64,60,1000000,1,45,0,6.2,1.55,38.8,43.65,51.2,46.75,45.2,2,82.8,20.7
891,759,Stufful,Normal,Fighting,25,20,30,80,75,50,1000000,0,140,0,6.25,1.5625,133.75,139.6875,146.25,142.8125,141.25,0.5,12,48
892,760,Bewear,Normal,Fighting,75,60,90,40,125,80,1000000,1,70,0,10.25,2.5625,59.75,69.6875,80.25,74.8125,72.25,2,108,27
893,767,Wimpod,Bug,Water,55,70,45,15,35,40,1000000,0,90,0,3.75,0.9375,86.25,88.8125,93.75,90.6875,89.75,0.5,70,280
894,768,Golisopod,Bug,Water,85,100,75,35,125,140,1000000,1,45,0,13.25,3.3125,31.75,40.9375,58.25,47.5625,44.25,1.3,250,147.9
895,769,Sandygast,Ghost,Ground,55,30,130,5,55,80,1000000,0,140,0,6.75,1.6875,133.25,137.0625,146.75,140.4375,138.75,0.3,1.2,13.3
896,770,Palossand,Ghost,Ground,95,95,95,59,75,110,1000000,1,60,0,9.25,2.3125,50.75,55.9375,69.25,60.5625,58.25,1.9,120.5,33.4
897,776,Turtonator,Fire,Dragon,95,95,95,95,78,135,1000000,1,70,0,10.65,2.6625,59.35,64.4875,80.65,69.8125,67.15,2.3,100.5,19
